Model,Dataset,SeqLen,Features,PredLen,Loss,MSE,MAE,RMSE,MAPE,MSPE,Time,Params
PatchTST,ETTm1,336,M,336,mse,0.36186028,0.3875008,0.60154825,2.3342192,372.37234,2026-01-12-19:54:37,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=1, tau=1.0, alpha=0.95, use_dynamic_gate=0, data='ETTm1', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm1.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=336, fc_dropout=0.5, head_dropout=0.0, patch_len=16, stride=8, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=256, n_heads=32, e_layers=4, d_layers=1, d_ff=256, moving_avg=25, factor=1, distil=True, dropout=0.4, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=128, patience=20, learning_rate=0.0003, des='Exp', loss='mse', lradj='TST', pct_start=0.4, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,ETTm1,336,M,720,mse,0.41307807,0.41692007,0.6427115,2.420316,385.92908,2026-01-12-20:11:10,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=1, tau=1.0, alpha=0.95, use_dynamic_gate=0, data='ETTm1', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm1.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=720, fc_dropout=0.5, head_dropout=0.0, patch_len=16, stride=8, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=256, n_heads=32, e_layers=4, d_layers=1, d_ff=256, moving_avg=25, factor=1, distil=True, dropout=0.4, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=128, patience=20, learning_rate=0.0003, des='Exp', loss='mse', lradj='TST', pct_start=0.4, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,ETTm2,336,M,96,mse,0.16530734,0.2548793,0.40658006,1.0615407,215.06139,2026-01-12-20:16:25,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=5, tau=1.0, alpha=0.95, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=96, fc_dropout=0.3, head_dropout=0.0, patch_len=16, stride=8, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=16, n_heads=4, e_layers=3, d_layers=1, d_ff=64, moving_avg=25, factor=1, distil=True, dropout=0.5, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=128, patience=20, learning_rate=0.0003, des='Exp', loss='mse', lradj='TST', pct_start=0.4, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,ETTm2,336,M,192,mse,0.21994278,0.2920474,0.46898058,1.1878442,241.35864,2026-01-12-20:21:55,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=5, tau=1.0, alpha=0.95, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=192, fc_dropout=0.3, head_dropout=0.0, patch_len=16, stride=8, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=16, n_heads=4, e_layers=3, d_layers=1, d_ff=64, moving_avg=25, factor=1, distil=True, dropout=0.5, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=128, patience=20, learning_rate=0.0003, des='Exp', loss='mse', lradj='TST', pct_start=0.4, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,ETTm2,336,M,336,mse,0.27353197,0.3269783,0.52300286,1.2998463,262.7185,2026-01-12-20:27:34,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=5, tau=1.0, alpha=0.95, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=336, fc_dropout=0.3, head_dropout=0.0, patch_len=16, stride=8, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=16, n_heads=4, e_layers=3, d_layers=1, d_ff=64, moving_avg=25, factor=1, distil=True, dropout=0.5, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=128, patience=20, learning_rate=0.0003, des='Exp', loss='mse', lradj='TST', pct_start=0.4, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,ETTm2,336,M,720,mse,0.3616026,0.38104096,0.60133404,1.4542593,275.8669,2026-01-12-20:34:33,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=5, tau=1.0, alpha=0.95, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=720, fc_dropout=0.3, head_dropout=0.0, patch_len=16, stride=8, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=16, n_heads=4, e_layers=3, d_layers=1, d_ff=64, moving_avg=25, factor=1, distil=True, dropout=0.5, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=128, patience=20, learning_rate=0.0003, des='Exp', loss='mse', lradj='TST', pct_start=0.4, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,national_illness,104,M,24,mse,1.4092134,0.7807801,1.1871029,2.6899402,380.11652,2026-01-12-20:36:02,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=10, tau=0.1, alpha=0.95, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=48, pred_len=24, fc_dropout=0.5, head_dropout=0.0, patch_len=24, stride=2, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=64, n_heads=4, e_layers=4, d_layers=1, d_ff=18, moving_avg=25, factor=1, distil=True, dropout=0.4, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=16, patience=10, learning_rate=0.0003, des='Exp', loss='mse', lradj='constant', pct_start=0.3, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,national_illness,104,M,36,mse,1.3413187,0.76450485,1.1581532,2.1187863,267.52563,2026-01-12-20:37:19,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=10, tau=0.1, alpha=0.95, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=48, pred_len=36, fc_dropout=0.5, head_dropout=0.0, patch_len=24, stride=2, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=64, n_heads=4, e_layers=4, d_layers=1, d_ff=18, moving_avg=25, factor=1, distil=True, dropout=0.4, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=16, patience=10, learning_rate=0.0003, des='Exp', loss='mse', lradj='constant', pct_start=0.3, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,national_illness,104,M,48,mse,1.595849,0.8244091,1.2632692,2.7813601,567.77527,2026-01-12-20:38:43,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=10, tau=0.1, alpha=0.95, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=48, pred_len=48, fc_dropout=0.5, head_dropout=0.0, patch_len=24, stride=2, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=64, n_heads=4, e_layers=4, d_layers=1, d_ff=18, moving_avg=25, factor=1, distil=True, dropout=0.4, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=16, patience=10, learning_rate=0.0003, des='Exp', loss='mse', lradj='constant', pct_start=0.3, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,national_illness,104,M,60,mse,1.6360466,0.8600254,1.2790804,2.3067064,304.51797,2026-01-12-20:39:40,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=10, tau=0.1, alpha=0.95, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=48, pred_len=60, fc_dropout=0.5, head_dropout=0.0, patch_len=24, stride=2, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=64, n_heads=4, e_layers=4, d_layers=1, d_ff=18, moving_avg=25, factor=1, distil=True, dropout=0.4, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=16, patience=10, learning_rate=0.0003, des='Exp', loss='mse', lradj='constant', pct_start=0.3, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,exchange_rate,336,M,96,mse,0.088095844,0.21068645,0.29680943,1.2963892,1033.3978,2026-01-12-20:43:18,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=8, tau=0.01, alpha=0.2, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=96, fc_dropout=0.3, head_dropout=0.0, patch_len=16, stride=8, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=32, e_layers=4, d_layers=1, d_ff=16, moving_avg=25, factor=1, distil=True, dropout=0.1, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=16, patience=20, learning_rate=0.0003, des='Exp', loss='mse', lradj='type3', pct_start=0.3, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,exchange_rate,336,M,192,mse,0.192215,0.31472334,0.4384233,2.0804095,2274.3875,2026-01-12-20:46:54,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=8, tau=0.01, alpha=0.2, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=192, fc_dropout=0.3, head_dropout=0.0, patch_len=16, stride=8, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=32, e_layers=4, d_layers=1, d_ff=16, moving_avg=25, factor=1, distil=True, dropout=0.1, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=16, patience=20, learning_rate=0.0003, des='Exp', loss='mse', lradj='type3', pct_start=0.3, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,exchange_rate,336,M,336,mse,0.33213872,0.41735,0.57631475,3.053186,3886.832,2026-01-12-20:50:27,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=8, tau=0.01, alpha=0.2, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=336, fc_dropout=0.3, head_dropout=0.0, patch_len=16, stride=8, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=32, e_layers=4, d_layers=1, d_ff=16, moving_avg=25, factor=1, distil=True, dropout=0.1, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=16, patience=20, learning_rate=0.0003, des='Exp', loss='mse', lradj='type3', pct_start=0.3, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
PatchTST,exchange_rate,336,M,720,mse,0.8724431,0.699196,0.9340466,6.234092,16099.496,2026-01-12-20:53:44,"Namespace(random_seed=2021, is_training=1, model_id='PatchTST', model='PatchTST', top_m=8, tau=0.01, alpha=0.2, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=720, fc_dropout=0.3, head_dropout=0.0, patch_len=16, stride=8, padding_patch='end', revin=1, affine=0, subtract_last=0, decomposition=0, kernel_size=25, individual=0, attn_dropout=0.0, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=32, e_layers=4, d_layers=1, d_ff=16, moving_avg=25, factor=1, distil=True, dropout=0.1, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=100, batch_size=16, patience=20, learning_rate=0.0003, des='Exp', loss='mse', lradj='type3', pct_start=0.3, use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
