Model,Dataset,SeqLen,Features,PredLen,Loss,MSE,MAE,RMSE,MAPE,MSPE,Time,Params
DLinear,ETTm2,336,M,192,mse,0.22156999,0.29983068,0.4707122,1.1831548,232.44788,2026-01-12-19:08:53,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=10, tau=0.01, alpha=0.8, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=192, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=16, patience=3, learning_rate=0.001, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,ETTm2,336,M,336,mse,0.29923785,0.36360496,0.5470264,1.2230473,217.24376,2026-01-12-19:11:47,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=10, tau=0.01, alpha=0.8, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=336, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=16, patience=3, learning_rate=0.001, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,ETTm2,336,M,720,mse,0.3766711,0.39997792,0.6137354,1.4405344,271.15482,2026-01-12-19:14:30,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=10, tau=0.01, alpha=0.8, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=720, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=16, patience=3, learning_rate=0.001, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,national_illness,104,M,24,mse,2.223749,1.036471,1.4912239,3.864729,1057.6456,2026-01-12-19:15:08,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=4, tau=10.0, alpha=0.95, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=18, pred_len=24, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=8, patience=3, learning_rate=0.05, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,national_illness,104,M,36,mse,2.2246025,1.0570973,1.4915102,3.5185187,860.07635,2026-01-12-19:15:40,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=4, tau=10.0, alpha=0.95, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=18, pred_len=36, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=8, patience=3, learning_rate=0.05, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,national_illness,104,M,48,mse,2.266031,1.0598631,1.5053341,3.1126115,679.30725,2026-01-12-19:16:14,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=4, tau=10.0, alpha=0.95, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=18, pred_len=48, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=8, patience=3, learning_rate=0.05, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,national_illness,104,M,60,mse,2.453085,1.1212323,1.5662327,2.6595955,429.60693,2026-01-12-19:16:52,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=4, tau=10.0, alpha=0.95, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=18, pred_len=60, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=8, patience=3, learning_rate=0.05, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,exchange_rate,336,M,96,mse,0.08572364,0.20650864,0.292786,1.1880072,867.10565,2026-01-12-19:17:24,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=3, tau=0.05, alpha=0.25, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=96, individual=False, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.01, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,exchange_rate,336,M,192,mse,0.15906335,0.2893076,0.39882746,1.7600939,1589.2955,2026-01-12-19:18:05,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=3, tau=0.05, alpha=0.25, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=192, individual=False, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.01, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,exchange_rate,336,M,336,mse,0.35700008,0.43859354,0.59749484,2.2552717,1918.0748,2026-01-12-19:18:40,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=3, tau=0.05, alpha=0.25, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=336, individual=False, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.01, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,exchange_rate,336,M,720,mse,0.6515244,0.6264271,0.8071706,2.500473,2163.7966,2026-01-12-19:19:13,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=3, tau=0.05, alpha=0.25, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=720, individual=False, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.01, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
