Model,Dataset,SeqLen,Features,PredLen,Loss,MSE,MAE,RMSE,MAPE,MSPE,Time,Params
DLinear,ETTm1,336,M,336,mse,0.37201154,0.38857567,0.6099275,2.1447177,343.11493,2026-01-12-20:24:02,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=9, tau=10.0, alpha=0.95, use_dynamic_gate=0, data='ETTm1', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm1.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=336, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=8, patience=3, learning_rate=0.0001, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,ETTm1,336,M,720,mse,0.4267663,0.42252612,0.6532735,2.2236214,373.5456,2026-01-12-20:29:46,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=9, tau=10.0, alpha=0.95, use_dynamic_gate=0, data='ETTm1', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm1.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=720, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=8, patience=3, learning_rate=0.0001, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,ETTm2,336,M,96,mse,0.17201544,0.26759163,0.41474745,1.0931103,220.53467,2026-01-12-20:31:10,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=1, tau=0.01, alpha=0.75, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=96, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.001, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,ETTm2,336,M,192,mse,0.23290332,0.3149074,0.48260057,1.1547539,215.82259,2026-01-12-20:33:20,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=1, tau=0.01, alpha=0.75, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=192, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.001, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,ETTm2,336,M,336,mse,0.29405522,0.35859293,0.5422686,1.2318403,221.92795,2026-01-12-20:35:53,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=1, tau=0.01, alpha=0.85, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=336, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.01, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,ETTm2,336,M,720,mse,0.42403996,0.43825653,0.6511835,1.3372076,215.78181,2026-01-12-20:37:53,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=1, tau=0.01, alpha=0.85, use_dynamic_gate=0, data='ETTm2', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336/ETT-small', data_path='ETTm2.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=720, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.01, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,national_illness,104,M,24,mse,2.3162167,1.0764912,1.5219122,4.272583,1187.2246,2026-01-12-20:38:17,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=3, tau=10.0, alpha=0.95, use_dynamic_gate=1, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=18, pred_len=24, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.01, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,national_illness,104,M,36,mse,2.2629254,1.0621451,1.5043023,3.3577197,769.1778,2026-01-12-20:38:51,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=3, tau=10.0, alpha=0.95, use_dynamic_gate=1, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=18, pred_len=36, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.01, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,national_illness,104,M,48,mse,2.3265512,1.0882723,1.5253036,2.9614239,562.7244,2026-01-12-20:39:24,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=3, tau=10.0, alpha=0.95, use_dynamic_gate=1, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=18, pred_len=48, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.01, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,national_illness,104,M,60,mse,2.43873,1.1176252,1.5616434,2.6738071,429.2304,2026-01-12-20:39:57,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=3, tau=10.0, alpha=0.95, use_dynamic_gate=1, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='national_illness.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=104, label_len=18, pred_len=60, individual=False, embed_type=0, enc_in=7, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.01, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,exchange_rate,336,M,96,mse,0.085249014,0.20902123,0.29197434,1.2024099,913.35626,2026-01-12-20:40:45,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=9, tau=10.0, alpha=0.95, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=96, individual=False, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=8, patience=3, learning_rate=0.0005, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,exchange_rate,336,M,192,mse,0.16220462,0.2958931,0.40274635,1.5796343,1330.0559,2026-01-12-20:41:44,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=9, tau=10.0, alpha=0.95, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=192, individual=False, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=8, patience=3, learning_rate=0.0005, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,exchange_rate,336,M,336,mse,0.34342393,0.45054936,0.5860238,2.2002866,1796.7489,2026-01-12-20:42:10,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=1, tau=0.01, alpha=0.55, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=336, individual=False, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.0005, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
DLinear,exchange_rate,336,M,720,mse,0.85834146,0.7072643,0.9264672,2.1799893,1631.4779,2026-01-12-20:42:32,"Namespace(is_training=1, train_only=False, model_id='DLinear', model='DLinear', top_m=1, tau=0.01, alpha=0.55, use_dynamic_gate=0, data='custom', root_path='/home/lc1526469/time_series/ICML/KUP-BI/dataset_336', data_path='exchange_rate.csv', features='M', target='OT', freq='h', checkpoints='./checkpoints/', seq_len=336, label_len=48, pred_len=720, individual=False, embed_type=0, enc_in=8, dec_in=7, c_out=7, d_model=512, n_heads=8, e_layers=2, d_layers=1, d_ff=2048, moving_avg=25, factor=1, distil=True, dropout=0.05, embed='timeF', activation='gelu', output_attention=False, do_predict=False, num_workers=10, itr=1, train_epochs=10, batch_size=32, patience=3, learning_rate=0.0005, des='Exp', loss='mse', lradj='type1', use_amp=False, use_gpu=True, gpu=0, use_multi_gpu=False, devices='0,1,2', test_flop=False)"
